IBGE7,IBGE_2,NU_IDENTIFICADOR,Região,UF,codigo_ibge,q0_1,q1_1,q1_2,q3,q7,q8,incompletos,IBGE,uf_s,Região_2,UF_2,Municipio_2013,area,Pop_Total2010,Pop_Urbana2010,Pop_Rural2010,Porte_pop2010
2204550,220455,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220455,PI,Região Nordeste,PI,Guaribas,4279.67,4401,1275,3126,Pequeno I
2204600,220460,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220460,PI,Região Nordeste,PI,Hugo Napoleão,273.72,3771,3098,673,Pequeno I
2204659,220465,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220465,PI,Região Nordeste,PI,Ilha Grande,134.32,8914,7445,1469,Pequeno I
2204709,220470,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220470,PI,Região Nordeste,PI,Inhuma,1042.82,14845,7279,7566,Pequeno I
2204808,220480,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220480,PI,Região Nordeste,PI,Ipiranga do Piauí,527.72,9327,5746,3581,Pequeno I
2204907,220490,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220490,PI,Região Nordeste,PI,Isaías Coelho,664.66,8221,1865,6356,Pequeno I
2205003,220500,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220500,PI,Região Nordeste,PI,Itainópolis,810.75,11109,2530,8579,Pequeno I
2205102,220510,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220510,PI,Região Nordeste,PI,Itaueira,2534.5,10678,5949,4729,Pequeno I
2205151,220515,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220515,PI,Região Nordeste,PI,Jacobina do Piauí,1443.26,5722,1024,4698,Pequeno I
2205201,220520,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220520,PI,Região Nordeste,PI,Jaicós,854.34,18035,8508,9527,Pequeno I
2205250,220525,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220525,PI,Região Nordeste,PI,Jardim do Mulato,460.52,4309,1183,3126,Pequeno I
2205276,220527,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220527,PI,Região Nordeste,PI,Jatobá do Piauí,663.8,4656,888,3768,Pequeno I
2205300,220530,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220530,PI,Região Nordeste,PI,Jerumenha,1693.77,4390,2469,1921,Pequeno I
2205359,220535,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220535,PI,Região Nordeste,PI,João Costa,1716.17,2960,701,2259,Pequeno I
2205409,220540,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220540,PI,Região Nordeste,PI,Joaquim Pires,739.57,13817,4256,9561,Pequeno I
2205458,220545,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220545,PI,Região Nordeste,PI,Joca Marques,166.44,5100,1677,3423,Pequeno I
2205508,220550,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220550,PI,Região Nordeste,PI,José de Freitas,1538.21,37085,21601,15484,Pequeno II
2205516,220551,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220551,PI,Região Nordeste,PI,Juazeiro do Piauí,827.2,4757,1479,3278,Pequeno I
2205524,220552,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220552,PI,Região Nordeste,PI,Júlio Borges,1290.41,5373,1618,3755,Pequeno I
2205532,220553,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220553,PI,Região Nordeste,PI,Jurema,1297.32,4517,866,3651,Pequeno I
2205540,220554,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220554,PI,Região Nordeste,PI,Lagoinha do Piauí,67.51,2656,1582,1074,Pequeno I
2205557,220555,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220555,PI,Região Nordeste,PI,Lagoa Alegre,394.66,8008,3042,4966,Pequeno I
2205565,220556,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220556,PI,Região Nordeste,PI,Lagoa do Barro do Piauí,1300.54,4523,994,3529,Pequeno I
2205573,220557,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220557,PI,Região Nordeste,PI,Lagoa de São Francisco,155.64,6422,2092,4330,Pequeno I
2205581,220558,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220558,PI,Região Nordeste,PI,Lagoa do Piauí,427.2,3863,1672,2191,Pequeno I
2205599,220559,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220559,PI,Região Nordeste,PI,Lagoa do Sítio,789.71,4850,1723,3127,Pequeno I
2205607,220560,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220560,PI,Região Nordeste,PI,Landri Sales,1193.32,5281,3957,1324,Pequeno I
2205706,220570,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220570,PI,Região Nordeste,PI,Luís Correia,1071.28,28406,12645,15761,Pequeno II
2205805,220580,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220580,PI,Região Nordeste,PI,Luzilândia,704.43,24721,13268,11453,Pequeno II
2205854,220585,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220585,PI,Região Nordeste,PI,Madeiro,177.22,7816,3364,4452,Pequeno I
2205904,220590,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220590,PI,Região Nordeste,PI,Manoel Emídio,1618.95,5213,3315,1898,Pequeno I
2205953,220595,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220595,PI,Região Nordeste,PI,Marcolândia,137.07,7812,6707,1105,Pequeno I
2206001,220600,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220600,PI,Região Nordeste,PI,Marcos Parente,775.77,4456,3845,611,Pequeno I
2206050,220605,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220605,PI,Região Nordeste,PI,Massapê do Piauí,525.62,6220,936,5284,Pequeno I
2206100,220610,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220610,PI,Região Nordeste,PI,Matias Olímpio,226.22,10473,4796,5677,Pequeno I
2206209,220620,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220620,PI,Região Nordeste,PI,Miguel Alves,1393.71,32289,10711,21578,Pequeno II
2206308,220630,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220630,PI,Região Nordeste,PI,Miguel Leão,74.52,1253,862,391,Pequeno I
2206357,220635,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220635,PI,Região Nordeste,PI,Milton Brandão,1371.77,6769,1701,5068,Pequeno I
2206407,220640,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220640,PI,Região Nordeste,PI,Monsenhor Gil,582.06,10333,5309,5024,Pequeno I
2206506,220650,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220650,PI,Região Nordeste,PI,Monsenhor Hipólito,391.3,7391,3485,3906,Pequeno I
2206605,220660,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220660,PI,Região Nordeste,PI,Monte Alegre do Piauí,2417.85,10345,2981,7364,Pequeno I
2206654,220665,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220665,PI,Região Nordeste,PI,Morro Cabeça no Tempo,2210.92,4068,1404,2664,Pequeno I
2206670,220667,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220667,PI,Região Nordeste,PI,Morro do Chapéu do Piauí,328.28,6499,2298,4201,Pequeno I
2206696,220669,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220669,PI,Região Nordeste,PI,Murici dos Portelas,481.52,8464,1689,6775,Pequeno I
2206704,220670,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220670,PI,Região Nordeste,PI,Nazaré do Piauí,1311.57,7321,3503,3818,Pequeno I
2206720,220672,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220672,PI,Região Nordeste,PI,Nazária,363.588,8068,1652,6416,Pequeno I
2206753,220675,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220675,PI,Região Nordeste,PI,Nossa Senhora de Nazaré,356.34,4556,1363,3193,Pequeno I
2206803,220680,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220680,PI,Região Nordeste,PI,Nossa Senhora dos Remédios,358.36,8206,3693,4513,Pequeno I
2206902,220690,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220690,PI,Região Nordeste,PI,Novo Oriente do Piauí,500.47,6498,3280,3218,Pequeno I
2206951,220695,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220695,PI,Região Nordeste,PI,Novo Santo Antônio,528.41,3260,916,2344,Pequeno I
2207009,220700,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220700,PI,Região Nordeste,PI,Oeiras,2719.54,35640,21997,13643,Pequeno II
2207108,220710,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220710,PI,Região Nordeste,PI,Olho D'Água do Piauí,220.13,2626,1064,1562,Pequeno I
2207207,220720,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220720,PI,Região Nordeste,PI,Padre Marcos,319.12,6657,2352,4305,Pequeno I
2207306,220730,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220730,PI,Região Nordeste,PI,Paes Landim,349.68,4059,2376,1683,Pequeno I
2207355,220735,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220735,PI,Região Nordeste,PI,Pajeú do Piauí,1075.26,3363,1426,1937,Pequeno I
2207405,220740,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220740,PI,Região Nordeste,PI,Palmeira do Piauí,2021.23,4993,1764,3229,Pequeno I
2207504,220750,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220750,PI,Região Nordeste,PI,Palmeirais,1360.31,13745,5342,8403,Pequeno I
2207553,220755,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220755,PI,Região Nordeste,PI,Paquetá,448.46,4147,557,3590,Pequeno I
2207603,220760,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220760,PI,Região Nordeste,PI,Parnaguá,3284.56,10276,5339,4937,Pequeno I
2207751,220775,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220775,PI,Região Nordeste,PI,Passagem Franca do Piauí,849.6,4546,2482,2064,Pequeno I
2207777,220777,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220777,PI,Região Nordeste,PI,Patos do Piauí,723.27,6105,1689,4416,Pequeno I
2207793,220779,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220779,PI,Região Nordeste,PI,Pau D'Arco do Piauí,426.63,3757,556,3201,Pequeno I
2207801,220780,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220780,PI,Região Nordeste,PI,Paulistana,1751.99,19785,10656,9129,Pequeno I
2207850,220785,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220785,PI,Região Nordeste,PI,Pavussu,1494.69,3663,1793,1870,Pequeno I
2207900,220790,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220790,PI,Região Nordeste,PI,Pedro II,1518.19,37496,22666,14830,Pequeno II
2207934,220793,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220793,PI,Região Nordeste,PI,Pedro Laurentino,835.05,2407,819,1588,Pequeno I
2207959,220795,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220795,PI,Região Nordeste,PI,Nova Santa Rita,1119.14,4187,704,3483,Pequeno I
2208007,220800,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220800,PI,Região Nordeste,PI,Picos,803.26,73414,58307,15107,Médio
2208106,220810,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220810,PI,Região Nordeste,PI,Pimenteiras,4577.59,11733,4795,6938,Pequeno I
2208205,220820,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220820,PI,Região Nordeste,PI,Pio IX,1948.84,17671,5291,12380,Pequeno I
2208304,220830,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220830,PI,Região Nordeste,PI,Piracuruca,2380.51,27553,19247,8306,Pequeno II
2208502,220850,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220850,PI,Região Nordeste,PI,Porto,252.71,11897,7503,4394,Pequeno I
2208551,220855,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220855,PI,Região Nordeste,PI,Porto Alegre do Piauí,1136.8,2559,1802,757,Pequeno I
2208601,220860,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220860,PI,Região Nordeste,PI,Prata do Piauí,196.32,3085,2552,533,Pequeno I
2208650,220865,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220865,PI,Região Nordeste,PI,Queimada Nova,1499.87,8553,1156,7397,Pequeno I
2208700,220870,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220870,PI,Região Nordeste,PI,Redenção do Gurguéia,2468.01,8400,5335,3065,Pequeno I
2208809,220880,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220880,PI,Região Nordeste,PI,Regeneração,1257.16,17556,13805,3751,Pequeno I
2208858,220885,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220885,PI,Região Nordeste,PI,Riacho Frio,2221.95,4241,2222,2019,Pequeno I
2208874,220887,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220887,PI,Região Nordeste,PI,Ribeira do Piauí,990.68,4263,1030,3233,Pequeno I
2208908,220890,2211003306552,Região Nordeste,PI,22,UNIDADE DE ACOLHIMENTO LAR DA CRIANÇA MARIA JOÃO DE DEUS, Crianças/adolescentes,Abrigo institucional, Governamental,Estadual, Sim, ,220890,PI,Região Nordeste,PI,Ribeiro Gonçalves,3979.04,6845,4449,2396,Pequeno I
