NU_IDENTIFICADOR;IBGE;q33_3;q33_9;q33_10;q33_11;q33_12;q33_13;q33_14;q33_15_1;q33_15_2;IBGE7;UF;Regiao;Município;areaKm2;Nome_UF;Pop_total_2022;Porte_pop2022;Q_incompleto;DataCenso;DataCenso_2023;Faixas_etarias;d33_9;d33_11;d33_9bin1;d33_9bin2;d33_9bin3;d33_10bin1;d33_10bin2;d33_10bin3;d33_10bin4;d33_10bin5;d33_11bin1;d33_11bin2;d33_11bin3;d33_11bin4;d33_9bin1_sum;d33_9bin2_sum;d33_9bin3_sum;d33_10bin1_sum;d33_10bin2_sum;d33_10bin3_sum;d33_10bin4_sum;d33_10bin5_sum;d33_11bin1_sum;d33_11bin2_sum;d33_11bin3_sum;d33_11bin4_sum;nu_trabalhadores;d33_15_1_1bin_Gestão;d33_15_1_1bin_PopRua;d33_15_1_1bin_Abordagem;d33_15_1_1bin_Cadastramento;d33_15_1_1bin_Outros;d33_15_2_1bin_Gestão;d33_15_2_1bin_PopRua;d33_15_2_1bin_Abordagem;d33_15_2_1bin_Cadastramento;d33_15_2_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d33_15_1_1bin_Gestão_sum;d33_15_1_1bin_PopRua_sum;d33_15_1_1bin_Abordagem_sum;d33_15_1_1bin_Cadastramento_sum;d33_15_1_1bin_Outros_sum;d33_15_2_1bin_Gestão_sum;d33_15_2_1bin_PopRua_sum;d33_15_2_1bin_Abordagem_sum;d33_15_2_1bin_Cadastramento_sum;d33_15_2_1bin_Outros_sum
12004097308;120040; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;01/06/2022; Outros; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Feminino; Fundamental Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;08/02/2022; ; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Feminino; Especialização; Assistente Social; Comissionado; Coordenador(a); De 31 a 40 horas semanais;15/05/2023; Atividades de gestão (administrativo); ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ;3;11;14;1;8;0;0;1;0;0;1;27;28;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Feminino; Superior Completo; Pedagoga(o); Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;03/06/2022; Serviço Especializado para Pessoas em Situação de Rua; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Feminino; Superior Completo; Assistente Social; Servidor Temporário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;01/06/2022; Serviço Especializado para Pessoas em Situação de Rua; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Masculino; Superior Completo; Outra(o) profissional de nível superior; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;08/08/2022; Serviço de Abordagem Social; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Masculino; Fundamental Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;15/07/2019; ; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Feminino; Superior Completo; Outra(o) profissional de nível superior; Terceirizado; Apoio Administrativo; De 31 a 40 horas semanais;05/05/2021; Atividades de gestão (administrativo); ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ; ;1; ; ; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Masculino; Médio Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;03/08/2020; Outros; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Feminino; Fundamental Completo; Sem formação profissional; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;04/08/2021; ; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Masculino; Médio Completo; Profissional de nível médio; Terceirizado;Técnico(a) de Nível Médio; De 31 a 40 horas semanais;18/08/2021; Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ; ; ; ; ; ; ; ; ;1; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Masculino; Superior Incompleto; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;01/06/2022; Serviço Especializado para Pessoas em Situação de Rua; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Masculino; Superior Completo; Assistente Social; Terceirizado; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;13/05/2021; Outros; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023; ;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Masculino; Superior Completo; Assistente Social; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;01/06/2022; Serviço Especializado para Pessoas em Situação de Rua; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ; ; ;1; ; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;12/04/2023; Serviço de Abordagem Social; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;3;6;7;1;8; ; ; ; ; 
12004097308;120040; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;27/09/2022; Outros; ;1200401;Acre;Região Norte;Rio Branco;8834,942;AC;364756;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;11;14;1;8;0;0;1;0;0;1;27;28; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1;3;6;7;1;8; ; ; ; ; 
13025098092;130250; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Apoio Administrativo; De 31 a 40 horas semanais;02/01/2022; Atividades de gestão (administrativo); Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);1302504;Amazonas;Região Norte;Manacapuru;7336,579;AM;101883;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;3;0;2;0;0;1;0;0;0;10;10;Atividades de gestão (administrativo); ; ; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ;1; ; ;1; ;2;5;3; ; ;3; ;2;3;2
13025098092;130250; Feminino; Superior Completo; Assistente Social; Servidor Temporário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;02/01/2021; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;1302504;Amazonas;Região Norte;Manacapuru;7336,579;AM;101883;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;3;0;2;0;0;1;0;0;0;10;10; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;2;5;3; ; ;3; ;2;3;2
13025098092;130250; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Apoio Administrativo; De 31 a 40 horas semanais;02/01/2019; Atividades de gestão (administrativo); Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);1302504;Amazonas;Região Norte;Manacapuru;7336,579;AM;101883;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;3;0;2;0;0;1;0;0;0;10;10;Atividades de gestão (administrativo); ; ; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ;1; ; ;1; ;2;5;3; ; ;3; ;2;3;2
13025098092;130250; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;02/11/2022; Serviço Especializado para Pessoas em Situação de Rua; Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);1302504;Amazonas;Região Norte;Manacapuru;7336,579;AM;101883;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;3;0;2;0;0;1;0;0;0;10;10; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ; ;1; ;1; ;2;5;3; ; ;3; ;2;3;2
13025098092;130250; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;02/01/2021; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;1302504;Amazonas;Região Norte;Manacapuru;7336,579;AM;101883;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;3;0;2;0;0;1;0;0;0;10;10; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;2;5;3; ; ;3; ;2;3;2
13025098092;130250; Feminino; Médio Completo; Sem formação profissional; Servidor Temporário; Serviços Gerais; De 31 a 40 horas semanais;02/01/2021; Serviço de Abordagem Social; Atividades de gestão (administrativo);1302504;Amazonas;Região Norte;Manacapuru;7336,579;AM;101883;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;3;0;2;0;0;1;0;0;0;10;10; ; ;Serviço de Abordagem Social; ; ;Atividades de gestão (administrativo); ; ; ; ;1; ;1; ; ;2;5;3; ; ;3; ;2;3;2
13025098092;130250; Masculino; Superior Completo; Psicóloga(o); Servidor Temporário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;02/01/2019; Serviço Especializado para Pessoas em Situação de Rua; Outros;1302504;Amazonas;Região Norte;Manacapuru;7336,579;AM;101883;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;0;7;3;0;2;0;0;1;0;0;0;10;10; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ; ;Outros; ;1; ; ;1;2;5;3; ; ;3; ;2;3;2
13025098092;130250; Feminino; Médio Completo; Profissional de nível médio; Servidor Temporário; Educador(a) Social; De 31 a 40 horas semanais;02/02/2022; Serviço de Abordagem Social; Outros;1302504;Amazonas;Região Norte;Manacapuru;7336,579;AM;101883;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;3;0;2;0;0;1;0;0;0;10;10; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;2;5;3; ; ;3; ;2;3;2
13025098092;130250; Feminino; Superior Completo; Assistente Social; Trabalhador de Empresa/Cooperativa/Entidade Prestadora de Serviços; Coordenador(a); De 31 a 40 horas semanais;02/01/2021; Serviço Especializado para Pessoas em Situação de Rua; Atividades de gestão (administrativo);1302504;Amazonas;Região Norte;Manacapuru;7336,579;AM;101883;Grande;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;3;0;2;0;0;1;0;0;0;10;10; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ;Atividades de gestão (administrativo); ; ; ; ;1;1; ; ; ;2;5;3; ; ;3; ;2;3;2
13025098092;130250; Feminino; Médio Completo; Sem formação profissional; Servidor Temporário; Serviços Gerais; De 31 a 40 horas semanais;02/01/2021; Serviço de Abordagem Social; Atividades de gestão (administrativo);1302504;Amazonas;Região Norte;Manacapuru;7336,579;AM;101883;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;0;7;3;0;2;0;0;1;0;0;0;10;10; ; ;Serviço de Abordagem Social; ; ;Atividades de gestão (administrativo); ; ; ; ;1; ;1; ; ;2;5;3; ; ;3; ;2;3;2
13026095800;130260; Feminino; Superior Incompleto; Outra(o) profissional de nível superior; Outro vínculo não permanente; Estagiário(a); De 11 a 20 horas semanais;02/05/2023; Serviço Especializado para Pessoas em Situação de Rua; Serviço Especializado para Pessoas em Situação de Rua;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;1;0;0;0;0;2;2;10;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ; ;2;10; ; ; ;2;10; ; ; 
13026095800;130260; Masculino; Superior Incompleto; Outra(o) profissional de nível superior; Outro vínculo não permanente; Apoio Administrativo; De 11 a 20 horas semanais;04/10/2021; Serviço Especializado para Pessoas em Situação de Rua; Serviço Especializado para Pessoas em Situação de Rua;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;1;0;0;0;0;2;2;10;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ; ;2;10; ; ; ;2;10; ; ; 
13026095800;130260; Feminino; Superior Incompleto; Outra(o) profissional de nível superior; Outro vínculo não permanente; Estagiário(a); De 11 a 20 horas semanais;02/05/2023; Serviço Especializado para Pessoas em Situação de Rua; Serviço Especializado para Pessoas em Situação de Rua;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;1;0;0;0;0;2;2;10;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ; ;2;10; ; ; ;2;10; ; ; 
13026095800;130260; Masculino; Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Serviços Gerais; De 11 a 20 horas semanais;20/07/2023; Serviço Especializado para Pessoas em Situação de Rua; Serviço Especializado para Pessoas em Situação de Rua;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;1;0;0;0;0;2;2;10;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ; ;2;10; ; ; ;2;10; ; ; 
13026095800;130260; Masculino; Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Serviços Gerais; De 11 a 20 horas semanais;04/10/2021; Serviço Especializado para Pessoas em Situação de Rua; Serviço Especializado para Pessoas em Situação de Rua;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;61 a 80 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;1;0;0;0;0;2;2;10;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ; ;2;10; ; ; ;2;10; ; ; 
13026095800;130260; Feminino; Fundamental Incompleto; Sem formação profissional; Outro vínculo não permanente; Serviços Gerais; De 11 a 20 horas semanais;21/01/2020; ; ;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;1;0;0;0;0;2;2;10;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;10; ; ; ;2;10; ; ; 
13026095800;130260; Masculino; Médio Completo; Profissional de nível médio; Outro vínculo não permanente; Serviços Gerais; De 11 a 20 horas semanais;03/06/2022; Serviço Especializado para Pessoas em Situação de Rua; Serviço Especializado para Pessoas em Situação de Rua;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;1;0;0;0;0;2;2;10;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ; ;2;10; ; ; ;2;10; ; ; 
13026095800;130260; Masculino; Médio Completo; Profissional de nível médio; Empregado Público Celetista (CLT); Educador(a) Social; De 31 a 40 horas semanais;21/02/2022; Serviço Especializado para Pessoas em Situação de Rua; Serviço Especializado para Pessoas em Situação de Rua;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Empregado Público (CLT); ;Nível Médio; ; ; ; ; ; ; ;Empregado Público (CLT); ; ;2;8;4;0;1;0;0;0;0;2;2;10;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ; ;2;10; ; ; ;2;10; ; ; 
13026095800;130260; Masculino; Especialização; Outra(o) profissional de nível superior; Empregado Público Celetista (CLT); Outros; De 31 a 40 horas semanais;01/08/2018; Atividades de gestão (administrativo); Atividades de gestão (administrativo);1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Empregado Público (CLT); ; ;Nível Superior; ; ; ; ; ; ;Empregado Público (CLT); ; ;2;8;4;0;1;0;0;0;0;2;2;10;14;Atividades de gestão (administrativo); ; ; ; ;Atividades de gestão (administrativo); ; ; ; ;1; ; ; ; ;2;10; ; ; ;2;10; ; ; 
13026095800;130260; Masculino; Especialização; Outra(o) profissional de nível superior; Comissionado; Coordenador(a); De 31 a 40 horas semanais;23/04/2021; Atividades de gestão (administrativo); Atividades de gestão (administrativo);1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ;2;8;4;0;1;0;0;0;0;2;2;10;14;Atividades de gestão (administrativo); ; ; ; ;Atividades de gestão (administrativo); ; ; ; ;1; ; ; ; ;2;10; ; ; ;2;10; ; ; 
13026095800;130260; Feminino; Superior Completo; Outra(o) profissional de nível superior; Outro vínculo não permanente; Apoio Administrativo; De 11 a 20 horas semanais;18/11/2019; Serviço Especializado para Pessoas em Situação de Rua; Serviço Especializado para Pessoas em Situação de Rua;1302603;Amazonas;Região Norte;Manaus;11401,092;AM;2063689;Metrópole;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;8;4;0;1;0;0;0;0;2;2;10;14; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ; ;2;10; ; ; ;2;10; ; ; 
