IBGE;NU_IDENTIFICADOR;q40_3;q40_9;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2022;d40_2_Faixas_etarias;d40_9;d40_11;d40_9bin1;d40_9bin2;d40_9bin3;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_10bin5;d40_11bin1;d40_11bin2;d40_11bin3;d40_11bin4;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores;filter_$
160060;1600603310408; Feminino; Superior Completo; Psicóloga(o); Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;01/03/2021;1600600;Amapá;Região Norte;Santana;101262;99111;2151;Grande;1541,224;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3;1;1; ; ;1; ; ; ;3;3;Selected
170210;1702103305126; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;04/01/2021;1702109;Tocantins;Região Norte;Araguaína;150484;142925;7559;Grande;4000,416;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;1; ; ; ;3;3;Selected
170210;1702103305126; Feminino; Superior Completo; Outra formação de nível superior; Servidor(a) Temporária(o); Coordenador(a); De 31 a 40 horas semanais;01/02/2021;1702109;Tocantins;Região Norte;Araguaína;150484;142925;7559;Grande;4000,416;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;1; ; ; ;3;3;Selected
170210;1702103305126; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;11/07/2022;1702109;Tocantins;Região Norte;Araguaína;150484;142925;7559;Grande;4000,416;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;1; ; ; ;3;3;Selected
170550;1705503306371; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;05/05/2022;1705508;Tocantins;Região Norte;Colinas do Tocantins;30838;29607;1231;Pequeno II;843,846;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;2; ; ;1;3;Selected
170550;1705503306371; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a); De 11 a 20 horas semanais;05/05/2022;1705508;Tocantins;Região Norte;Colinas do Tocantins;30838;29607;1231;Pequeno II;843,846;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;2; ; ;1;3;Selected
170550;1705503306371; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;01/08/2022;1705508;Tocantins;Região Norte;Colinas do Tocantins;30838;29607;1231;Pequeno II;843,846;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;2;2; ; ;1;3;Selected
170610;1706103306579; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;04/01/2021;1706100;Tocantins;Região Norte;Cristalândia;7234;5924;1310;Pequeno I;1848,241;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;1; ;1; ; ; ; ; ; ;1;1;Selected
171488;1714883308556; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Coordenador(a); De 31 a 40 horas semanais;04/01/2021;1714880;Tocantins;Região Norte;Nova Olinda;10686;7465;3221;Pequeno I;1566,184;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
171488;1714883308556; Masculino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;04/01/2021;1714880;Tocantins;Região Norte;Nova Olinda;10686;7465;3221;Pequeno I;1566,184;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
171750;1717503313631; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;03/05/2021;1717503;Tocantins;Região Norte;Pium;6694;3779;2915;Pequeno I;10013,766;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ;1;Selected
17;1721003308700; Feminino; Superior Completo; Pedagoga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;22/06/2022; ;Tocantins;Região Norte; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5;1;2; ; ;1;1; ;1;6;8;Not Selected
17;1721003308700; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;22/05/2017; ;Tocantins;Região Norte; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;1;2;5;1;2; ; ;1;1; ;1;6;8;Not Selected
17;1721003308700; Feminino; Médio Completo; Profissional de nível médio; Comissionada(o); Apoio Administrativo; De 31 a 40 horas semanais;02/06/2022; ;Tocantins;Região Norte; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Comissionado; ;Nível Médio; ; ; ; ; ; ; ; ;Comissionado; ;1;2;5;1;2; ; ;1;1; ;1;6;8;Not Selected
17;1721003308700; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Cuidador(a); De 31 a 40 horas semanais;18/06/2021; ;Tocantins;Região Norte; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5;1;2; ; ;1;1; ;1;6;8;Not Selected
17;1721003308700; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;22/05/2017; ;Tocantins;Região Norte; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5;1;2; ; ;1;1; ;1;6;8;Not Selected
17;1721003308700; Feminino; Superior Completo; Economista; Servidor(a) Estatutária(o); Outros; De 31 a 40 horas semanais;22/05/2017; ;Tocantins;Região Norte; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;1;2;5;1;2; ; ;1;1; ;1;6;8;Not Selected
17;1721003308700; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Cuidador(a); Mais de 44 horas semanais;01/01/2019; ;Tocantins;Região Norte; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5;1;2; ; ;1;1; ;1;6;8;Not Selected
17;1721003308700; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;04/01/2021; ;Tocantins;Região Norte; ; ; ; ; ; ;completo;Estadual;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;2;5;1;2; ; ;1;1; ;1;6;8;Not Selected
172120;1721203312241; Feminino; Superior Completo; Pedagoga(o); Servidor(a) Estatutária(o); Coordenador(a); De 31 a 40 horas semanais;03/05/2021;1721208;Tocantins;Região Norte;Tocantinópolis;22619;18318;4301;Pequeno II;1077,073;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ; ; ;1;1; ; ; ; ;1; ; ; ;1;Selected
210047;2100473309442; Feminino; Superior Completo; Psicóloga(o); Sem Vínculo; Técnico(a) de nível superior; De 21 a 30 horas semanais;02/01/2021;2100477;Maranhão;Região Nordeste;Alto Alegre do Pindaré;31057;9829;21228;Pequeno II;1876,032;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ; ; ;1;1; ; ; ;2;2;Selected
210047;2100473309442; Masculino; Superior Completo; Advogada(o); Servidor(a) Temporária(o); Coordenador(a); De 11 a 20 horas semanais;02/01/2021;2100477;Maranhão;Região Nordeste;Alto Alegre do Pindaré;31057;9829;21228;Pequeno II;1876,032;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes; ; ;2; ; ; ;1;1; ; ; ;2;2;Selected
210095;2100953313571; Feminino; Superior Completo; Advogada(o); Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;02/05/2022;2100956;Maranhão;Região Nordeste;Arame;31702;12551;19151;Pequeno II;2976,039;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ;Advogado; ; ; ;Comissionado; ; ; ;1; ; ; ;1; ; ; ;1; ;1;Selected
210177;2101773313685; Feminino; Superior Completo; Pedagoga(o); Outro vínculo não permanente; Coordenador(a); De 31 a 40 horas semanais;19/06/2017;2101772;Maranhão;Região Nordeste;Bela Vista do Maranhão;12049;5170;6879;Pequeno I;147,954;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;1;1; ; ; ; ; ; ; ;1;1;Selected
210235;2102353308494; Feminino; Superior Completo; Outra formação de nível superior; Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;02/09/2022;2102358;Maranhão;Região Nordeste;Buritirana;14784;4146;10638;Pequeno I;818,424;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ; ; ;1; ; ; ; ; ; ; ;1; ;1;Selected
210800;2108003308201; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;01/03/2021;2108009;Maranhão;Região Nordeste;Pastos Bons;18067;12307;5760;Pequeno I;1635,321;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ;1; ;1; ; ;1;2;Selected
210800;2108003308201; Feminino; Superior Completo; Advogada(o); Outro vínculo não permanente; Técnico(a) de nível superior; De 11 a 20 horas semanais;01/03/2021;2108009;Maranhão;Região Nordeste;Pastos Bons;18067;12307;5760;Pequeno I;1635,321;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ;1; ;1; ; ;1;2;Selected
210860;2108603308854; Feminino; Superior Completo; Pedagoga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;04/01/2021;2108603;Maranhão;Região Nordeste;Pinheiro;78162;46487;31675;Médio;1512,966;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;4;2;1; ; ;1; ; ; ;4;4;Selected
210860;2108603308854; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;04/01/2021;2108603;Maranhão;Região Nordeste;Pinheiro;78162;46487;31675;Médio;1512,966;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;4;2;1; ; ;1; ; ; ;4;4;Selected
210860;2108603308854; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;04/01/2021;2108603;Maranhão;Região Nordeste;Pinheiro;78162;46487;31675;Médio;1512,966;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;4;2;1; ; ;1; ; ; ;4;4;Selected
210860;2108603308854; Feminino; Superior Completo; Pedagoga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;04/01/2022;2108603;Maranhão;Região Nordeste;Pinheiro;78162;46487;31675;Médio;1512,966;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;4;2;1; ; ;1; ; ; ;4;4;Selected
210910;2109103310316; Feminino; Superior Completo; Assistente Social; Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;01/09/2022;2109106;Maranhão;Região Nordeste;Presidente Dutra;44731;32000;12731;Pequeno II;771,574;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;3; ;2; ; ;1; ; ;1;2;3;Selected
210910;2109103310316; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;09/08/2022;2109106;Maranhão;Região Nordeste;Presidente Dutra;44731;32000;12731;Pequeno II;771,574;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;2; ; ;1; ; ;1;2;3;Selected
210910;2109103310316; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/01/2022;2109106;Maranhão;Região Nordeste;Presidente Dutra;44731;32000;12731;Pequeno II;771,574;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;2; ; ;1; ; ;1;2;3;Selected
211070;2110703308173; Feminino; Superior Completo; Pedagoga(o); Servidor(a) Temporária(o); Coordenador(a); De 11 a 20 horas semanais;02/01/2021;2110708;Maranhão;Região Nordeste;São Domingos do Maranhão;33607;17313;16294;Pequeno II;1151,978;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3;1;1; ; ;1; ; ; ;3;3;Selected
211070;2110703308173; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;04/01/2021;2110708;Maranhão;Região Nordeste;São Domingos do Maranhão;33607;17313;16294;Pequeno II;1151,978;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3;1;1; ; ;1; ; ; ;3;3;Selected
211070;2110703308173; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;11/08/2021;2110708;Maranhão;Região Nordeste;São Domingos do Maranhão;33607;17313;16294;Pequeno II;1151,978;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3;1;1; ; ;1; ; ; ;3;3;Selected
211085;2110853312847; Feminino; Superior Completo; Assistente Social; Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;09/09/2021;2110856;Maranhão;Região Nordeste;São Francisco do Brejão;10261;4836;5425;Pequeno I;745,606;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;1; ;1; ; ; ; ; ;1; ;1;Selected
211130;2111303306232; Feminino; Especialização; Assistente Social; Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;03/11/2021;2111300;Maranhão;Região Nordeste;São Luís;1014837;958522;56315;Metrópole;834,827;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;3; ;2; ; ;1;2; ;1; ;3;Selected
211130;2111303306232; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;10/07/2019;2111300;Maranhão;Região Nordeste;São Luís;1014837;958522;56315;Metrópole;834,827;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;2; ;1; ;3;Selected
211130;2111303306232; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;02/02/2015;2111300;Maranhão;Região Nordeste;São Luís;1014837;958522;56315;Metrópole;834,827;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;2; ;1; ;3;Selected
211210;2112103310276; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;03/01/2022;2112100;Maranhão;Região Nordeste;Timbiras;27997;17471;10526;Pequeno II;1486,584;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
211210;2112103310276; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;03/01/2022;2112100;Maranhão;Região Nordeste;Timbiras;27997;17471;10526;Pequeno II;1486,584;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
211220;2112203307751; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;14/06/2021;2112209;Maranhão;Região Nordeste;Timon;155460;135133;20327;Grande;1764,612;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;4; ;3; ; ;1;1; ;1;2;4;Selected
211220;2112203307751; Feminino; Especialização; Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;15/08/2022;2112209;Maranhão;Região Nordeste;Timon;155460;135133;20327;Grande;1764,612;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;4; ;3; ; ;1;1; ;1;2;4;Selected
211220;2112203307751; Feminino; Superior Completo; Assistente Social; Comissionada(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;04/01/2021;2112209;Maranhão;Região Nordeste;Timon;155460;135133;20327;Grande;1764,612;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;4; ;3; ; ;1;1; ;1;2;4;Selected
