NU_IDENTIFICADOR;IBGE;Regiao;q_45_2;q_45_3;q_45_9;q_45_10;q_45_11;q_45_12;q_45_13;q_45_14;Q_completo;DataCenso;DataCenso_2018;q_45_2_rec;Idade;Faixas_etarias;d_45_9;d_45_11;d_45_9bin1;d_45_9bin2;d_45_9bin3;d_45_10bin1;d_45_10bin2;d_45_10bin3;d_45_10bin4;d_45_10bin5;d_45_11bin1;d_45_11bin2;d_45_11bin3;d_45_11bin4;d_45_9bin1_sum;d_45_9bin2_sum;d_45_9bin3_sum;d_45_10bin1_sum;d_45_10bin2_sum;d_45_10bin3_sum;d_45_10bin4_sum;d_45_10bin5_sum;d_45_11bin1_sum;d_45_11bin2_sum;d_45_11bin3_sum;d_45_11bin4_sum;nu_trabalhadores
1302603300863;13;Região Norte;01.02.1977;FEMININO;Fundamental Incompleto;Sem formação profissional;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Apoio Administrativo;De 21 a 30 horas semanais;06/07/2018;;31.08.2018;31/ago/18;01/fev/77;41;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;1,00;6,00;5,00;0,00;1,00;0,00;0,00;1,00;5,00;0,00;0,00;7,00;12
1302603300863;13;Região Norte;11.09.1975;FEMININO;Especialização;Administrador(a);Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Técnico(a) de Nível Superior;De 11 a 20 horas semanais;05/07/2018;;31.08.2018;31/ago/18;11/set/75;42;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;1,00;6,00;5,00;0,00;1,00;0,00;0,00;1,00;5,00;0,00;0,00;7,00;12
1400103300022;14;Região Norte;24.01.1995;FEMININO;Superior Incompleto;Profissional de nível médio;Servidor(a)/Estatutário(a);Apoio Administrativo;De 21 a 30 horas semanais;03/03/2014;;31.08.2018;31/ago/18;24/jan/95;23;16 a 29 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;04.09.1981;FEMININO;Superior Completo;Terapeuta Ocupacional;Servidor(a)/Estatutário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;04/set/81;36;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;05.11.1977;FEMININO;Superior Completo;Enfermeira(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;17/10/2015;;31.08.2018;31/ago/18;05/nov/77;40;30 a 40 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;28.11.1958;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a) Temporário(a);Cuidador(a);De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;28/nov/58;59;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;23.06.1944;FEMININO;Superior Completo;Assistente Social;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;23/jun/44;74;Mais de 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;06.01.1963;FEMININO;Médio Incompleto;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;06/jan/63;55;51 a 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;06.11.1954;MASCULINO;Fundamental Completo;Sem formação profissional;Servidor(a) Temporário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;06/nov/54;63;Mais de 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;26.02.1956;FEMININO;Fundamental Incompleto;Sem formação profissional;Servidor(a) Temporário(a);Cuidador(a);De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;26/fev/56;62;Mais de 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;23.12.1971;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a) Temporário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;23/dez/71;46;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;15.05.1967;FEMININO;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;15/mai/67;51;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;11.06.1957;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;11/jun/57;61;Mais de 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;30.12.1958;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a) Temporário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;30/dez/58;59;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;25.01.1963;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;25/jan/63;55;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;06.07.1963;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Cuidador(a);De 21 a 30 horas semanais;04/01/1988;;31.08.2018;31/ago/18;06/jul/63;55;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;28.11.1961;FEMININO;Superior Completo;Assistente Social;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;28/nov/61;56;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;23.09.1960;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a) Temporário(a);Educador(a)/Orientador(a) Social;De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;23/set/60;57;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;01.02.1971;FEMININO;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Coordenador(a);De 31 a 40 horas semanais;01/04/2015;;31.08.2018;31/ago/18;01/fev/71;47;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;16.05.1972;FEMININO;Superior Completo;Outra formação de nível superior;Servidor(a) Temporário(a);Apoio Administrativo;De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;16/mai/72;46;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;25.12.1969;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;25/dez/69;48;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;15.11.1970;FEMININO;Superior Incompleto;Sem formação profissional;Servidor(a) Temporário(a);Cuidador(a);De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;15/nov/70;47;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;01.11.1971;FEMININO;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais;De 31 a 40 horas semanais;01/01/2004;;31.08.2018;31/ago/18;01/nov/71;46;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;09.11.1973;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 21 a 30 horas semanais;01/01/2013;;31.08.2018;31/ago/18;09/nov/73;44;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;18.11.1972;FEMININO;Superior Completo;Enfermeira(o);Servidor(a) Temporário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;18/nov/72;45;41 a 50 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;18.10.1974;FEMININO;Superior Completo;Psicóloga(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;03/03/2014;;31.08.2018;31/ago/18;18/out/74;43;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;Psicólogo;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;11.03.1960;FEMININO;Fundamental Completo;Sem formação profissional;Servidor(a) Temporário(a);Serviços Gerais;De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;11/mar/60;58;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;21.08.1967;FEMININO;Fundamental Incompleto;Profissional de nível médio;Outro vínculo não permanente;Cozinheiro(a);De 21 a 30 horas semanais;03/02/2015;;31.08.2018;31/ago/18;21/ago/67;51;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;14.09.1968;FEMININO;Médio Completo;Sem formação profissional;Servidor(a) Temporário(a);Serviços Gerais;De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;14/set/68;49;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;09.11.1957;FEMININO;Médio Completo;Sem formação profissional;Servidor(a) Temporário(a);Serviços Gerais;De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;09/nov/57;60;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;10.11.1972;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a) Temporário(a);Serviços Gerais;De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;10/nov/72;45;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;15.05.1972;FEMININO;Médio Completo;Sem formação profissional;Servidor(a) Temporário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;15/mai/72;46;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;20.01.1979;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a) Temporário(a);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;03/03/2013;;31.08.2018;31/ago/18;20/jan/79;39;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;12.12.1940;FEMININO;Superior Completo;Médica(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;12/dez/40;77;Mais de 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;31.01.1979;FEMININO;Médio Completo;Sem formação profissional;Servidor(a) Temporário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;31/jan/79;39;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;11.06.1979;FEMININO;Fundamental Incompleto;Sem formação profissional;Servidor(a) Temporário(a);Serviços Gerais;De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;11/jun/79;39;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;10.11.1986;FEMININO;Médio Completo;Psicóloga(o);Servidor(a) Temporário(a);Cuidador(a);De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;10/nov/86;31;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;Psicólogo;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;28.02.1974;FEMININO;Médio Completo;Sem formação profissional;Servidor(a) Temporário(a);Cuidador(a);De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;28/fev/74;44;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;24.11.1979;FEMININO;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;24/nov/79;38;30 a 40 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;27.11.1974;FEMININO;Médio Completo;Sem formação profissional;Servidor(a) Temporário(a);Serviços Gerais;De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;27/nov/74;43;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;13.10.1973;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a) Temporário(a);Cuidador(a);De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;13/out/73;44;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;22.04.1975;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Apoio Administrativo;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;22/abr/75;43;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;03.07.1976;MASCULINO;Médio Completo;Profissional de nível médio;Outro vínculo não permanente;Educador(a)/Orientador(a) Social;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;03/jul/76;42;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;23.05.1969;FEMININO;Fundamental Completo;Sem formação profissional;Servidor(a) Temporário(a);Serviços Gerais;De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;23/mai/69;49;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;05.07.1977;FEMININO;Médio Completo;Sem formação profissional;Servidor(a) Temporário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;05/jul/77;41;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;06.12.1974;FEMININO;Médio Completo;Sem formação profissional;Servidor(a) Temporário(a);Educador(a)/Orientador(a) Social;De 21 a 30 horas semanais;01/01/2012;;31.08.2018;31/ago/18;06/dez/74;43;41 a 50 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;19.11.1967;MASCULINO;Superior Completo;Fisioterapeuta;Servidor(a)/Estatutário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;19/nov/67;50;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;14.05.1976;MASCULINO;Superior Incompleto;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;14/mai/76;42;41 a 50 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;19.11.1977;MASCULINO;Médio Completo;Sem formação profissional;Servidor(a) Temporário(a);Cuidador(a);De 31 a 40 horas semanais;01/01/2012;;31.08.2018;31/ago/18;19/nov/77;40;30 a 40 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;18.06.1970;FEMININO;Superior Completo;Assistente Social;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;03/03/2014;;31.08.2018;31/ago/18;18/jun/70;48;41 a 50 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;17.12.1980;FEMININO;Fundamental Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;17/dez/80;37;30 a 40 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;18.07.1979;MASCULINO;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;18/jul/79;39;30 a 40 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
1400103300022;14;Região Norte;04.12.1980;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 21 a 30 horas semanais;01/01/2004;;31.08.2018;31/ago/18;04/dez/80;37;30 a 40 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;10,00;45,00;15,00;0,00;3,00;0,00;0,00;4,00;31,00;0,00;0,00;39,00;70
