IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;Latitude;Longitude;q_1;q_2_1;q_2_2;q_2_3;q_2_4;q_3_1;q_3_2;q_4;q_5;q_6;q_7;q_7_1;q_8_1;q_8_2;q_8_3;q_8_0;q_9_1;q_9_2;q_9_3;q_9_0;q_9_3_1;q_10_0;q_10_1;q_10_2;q_10_3;q_10_4;q_10_5;q_10_6;q_10_7;q_10_8;q_10_9;q_10_10;q_10_99;q_11_1;q_11_2;q_11_3;q_11_4;q_11_99;q_11_0;q_11_99_1;q_12;q_12_1;q_13_1;q_13_2;q_13_3;q_13_4;q_13_5;q_13_6;q_13_7;q_13_8;q_13_9;q_13_10;q_13_11;q_13_12;q_13_0;q_14;q_15_1;q_15_2;q_15_3;q_15_4;q_15_5;q_15_6;q_16;q_17_1;q_17_2;q_17_3;q_17_4;q_17_5;q_17_99;q_17_99_1;q_18_1;q_18_2;q_18_3;q_18_4;q_18_5;q_18_6;q_18_7;q_18_8;q_18_9;q_18_10;q_18_11;q_18_12;q_18_13;q_18_14;q_18_15;q_19_1;q_19_2;q_19_3;q_19_4;q_20_1;q_20_2;q_20_3;q_20_4;q_20_5;q_20_6;q_20_0;q_20_4_1;q_20_5_1;q_21_1;q_21_2;q_21_3;q_21_4;q_21_5;q_21_6;q_21_7;q_21_8;q_21_9;q_21_10;q_21_11;q_21_12;q_21_13;q_21_14;q_21_15;q_21_16;q_21_17;q_21_18;q_21_19;q_21_20;q_21_21;q_21_22;q_21_23;q_21_24;q_21_25;q_21_24_1;q_22_1;q_22_2;q_22_3;q_22_4;q_22_5;q_22_6;q_22_7;q_22_8;q_22_9;q_22_10;q_22_11;q_22_12;q_22_13;q_22_14;q_22_15;q_22_16;q_22_17;q_22_18;q_22_19;q_22_20;q_22_21;q_22_22;q_22_23;q_22_24;q_22_25;q_23_1;q_23_2;q_23_3;q_23_4;q_23_5;q_23_6;q_23_7;q_23_8;q_23_9;q_23_10;q_23_11;q_23_12;q_23_13;q_23_14;q_23_15;q_23_16;q_23_17;q_23_18;q_23_19;q_23_20;q_23_21;q_23_22;q_23_99;q_23_0;q_23_99_1;q_24;q_25_1;q_25_2;q_25_3;q_25_4;q_25_5;q_25_6;q_25_7;q_25_8;q_25_9;q_25_10;q_25_11;q_26_1;q_26_2;q_26_3;q_26_4;q_26_5;q_26_99;q_26_99_1;q_27;q_28_1;q_28_2;q_28_3;q_28_4;q_28_5;q_28_99;q_28_99_1;q_29;q_30;q_31;q_32_1;q_32_2;q_32_3;q_32_4;q_32_5;q_32_6;q_32_7;q_32_99;q_33_1;q_33_1_99;q_33_2;q_33_2_99;q_33_3;q_33_3_99;q_33_4;q_33_4_99;q_33_5;q_33_5_99;q_33_6;q_33_6_99;q_33_7;q_33_7_99;q_34_1;q_34_1_99;q_34_2;q_34_2_99;q_35;q_35_99;q_36_1_1;q_36_1_2;q_36_1_3;q_36_1_4;q_36_1_5;q_36_1_6;q_36_1_7;q_36_1_8;q_36_1_9;q_36_1_10;q_36_2_1;q_36_2_2;q_36_2_3;q_36_2_4;q_36_2_5;q_36_2_6;q_36_2_7;q_36_2_8;q_36_2_9;q_36_2_10;q_36_3_1;q_36_3_2;q_36_3_3;q_36_3_4;q_36_3_5;q_36_3_6;q_36_3_7;q_36_3_8;q_36_3_9;q_36_3_10;q_36_4_1;q_36_4_2;q_36_4_3;q_36_4_4;q_36_4_5;q_36_4_6;q_36_4_7;q_36_4_8;q_36_4_9;q_36_4_10;q_36_5_1;q_36_5_2;q_36_5_3;q_36_5_4;q_36_5_5;q_36_5_6;q_36_5_7;q_36_5_8;q_36_5_9;q_36_5_10;q_36_6_1;q_36_6_2;q_36_6_3;q_36_6_4;q_36_6_5;q_36_6_6;q_36_6_7;q_36_6_8;q_36_6_9;q_36_6_10;q_37_1;q_37_2;q_37_3;q_37_4;q_37_5;q_37_6;q_37_7;q_37_8;q_37_9;q_37_10;q_37_11;q_37_12;q_37_13;q_37_14;q_37_99;q_37_0;q_37_99_1;q_38;q_38_1;q_39;Q_Municipio;Q_completo;d_3;d_18_atend;d_18_atend_categoria;d_18_adm_atend;d_18_adm_atend_categoria;d18_total_banheiros;d18_total_banheiro_cat;d_18_6_banheiro_trab;d_18_7_banheiro_usu;d21_telefone;d21_veiculo;d29_cap_atend_cat;d_32_1;d_32_2;d_32_3;d_32_4;d_32_5;d_32_6;d_32_7_total;d_33_1;d_33_2;d_33_3;d_33_4;d_33_5;d_33_6;d_33_7;d_34_1;d_34_2;d_35;d_38_1;d_40_9bin1_sum;d_40_9bin2_sum;d_40_9bin3_sum;d_40_10bin1_sum;d_40_10bin2_sum;d_40_10bin3_sum;d_40_10bin4_sum;d_40_10bin5_sum;d_40_11bin1_sum;d_40_11bin2_sum;d_40_11bin3_sum;d_40_11bin4_sum;nu_trabalhadores
310340;3103405;31;3;Araçuaí;36013;23435;12578;2;2236,279;3103403500114;CENTRO-DIA E SIMILARES  ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS / APAE;32;Prefeito Franklin Fulgêncio;25; ;Juparaná;39600-000;ARACUAI;MG;apaearaa@bol.com.br;(33) 37311565; ; ;02/05/2017;-16.841.214.120.565.500;-42.070.995.569.229.100;2;0;1;1;0;5;4;2;02.631.906/0001-30;1;1; ;1;0;0;0; ; ; ;1; ;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0; ;1;13103401137;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;1;0;0;0;1;1;0;0;0;0;0; ;0;0;2;0;1;2;2;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;0;0;Kit adaptado facilitador funcional;Adaptador de cabeça - Tamanduá;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;1;0;0;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;Serviço Social;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0; ;3;1;0;0;0;1;0; ;30;5;4;0;1;2;46;1;0;50; ;6; ;0; ;0; ;43; ;3; ;1; ;0; ;0; ;38; ;1; ;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CapacitaSUAS;1;1;1;1; ;0;2;2;3;2;4;3;2;2;1;1;3;0;1;1;3;1;0;3;1;0;0;3;1;1;0;0;2;1;1;4;4;9;1;4; ; ;2;1;1; ;15;17
310350;3103504;31;3;Araguari;109801;102583;7218;4;2729,508;3103503500586;CENTRO-DIA E SIMILARES;27;DO ROSARIO;191; ;CENTRO;38440-026;ARAGUARI;MG;araguari@apae.mg.org.br;(34) 32498004;3249;32498004;17/06/1972;-1.857.871.530.961.760;-46.515.894.413.059.800;2;1;1;1;0;5;4;2;18.575.647/0001-07;1;1; ;1;0;0;0; ; ; ;1; ;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;CONSELHO MUNICIPAL DA SAÚDE, CONSELHO ESTADUAL DA ALIMENTAÇÃO ESCOLAR;1;13103502296;0;0;0;0;0;0;0;0;0;1;1;1;0;4;1;0;1;0;1;0;2;1;0;1;0;1;0; ;10;3;1;0;3;5;7;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;0;TECLADOS ADAPTADOS;TECLADOS ADAPTADOS;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0; ;0; ; ; ; ; ; ; ;30;5;4;144;191;63;83;0;2;483; ;125; ;3; ;5; ;156; ;164; ;30; ;0; ;3; ; ;1;46; ;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0; ;1;3;3;1; ;0;14;5;17;5;12;5;3;4;1;1;3;5;5;3;4;0;1;5;5;1;1;5;5;2;0;1; ;3;1;5;11;39;24;2;2; ;2;24;9; ;22;55
310390;3103900;31;3;Araújos;7883;6812;1071;1;245,522;3103903501417;CENTRO-DIA E SIMILARES;3;PARANÁ;857; ;CIDADE NOVA;35603-000;ARAUJOS;MG;apae.araujos@hotmail.com;(37) 32882122; ; ;20/11/1990;-19.942.792.779.718.000;-451.614.260.673.523;2;1;1;0;0;5;4;2;23.773.120/0001-27;1;1; ;1;0;0;0; ; ; ;1; ;0;1;0;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;1;0;0;0;1;1;0;0;0;1;0; ;3;2;2;1;1;1;2;1;1;1;1;0;1;1;0;2;1;1;1;0;0;0;1;1;0;0;COMPUTADORES ADAPTADOS, MESAS E CADEIRAS, BARRAS, RAMPAS, ALGUNS MATERIAIS PEDAGÓGICOS COM: LÁPIS E FOLHAS;SALA ADAPTADA COM MÉTODO TEACCH;1;0;1;1;1;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0; ;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0; ;1;0;0;1;0;1;0; ;78;5;4;17;22;4;31;4;0;78; ;10; ;6; ;2; ;34; ;15; ;10; ;1; ;0; ;3; ;3; ;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0; ;0; ;3;1; ;0;8;5;9;5;3;2;1;2;1;1;8;1;2;1;2;1;0;4;1;1;1;2;1;1;1;0;1;1; ;1;4;14;6;1; ; ;3;1;1;1;16;19
310400;3104007;31;3;Araxá;93672;92284;1388;3;1164,062;3104003500529;Centro-Dia e Similares - APAE;3;Imbiara;1920; ;Fertiza;38183-244;ARAXA;MG;apaeaxa@gmail.com;(34) 36621096; ; ;05/03/1969;-196.109.167;-4.694.111.659.999.990;2;1;1;1;1;5;8;2;17.805.524/0001-52;1;1; ;1;0;0;0; ; ; ;1; ;0;1;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;0;0;2;1;0;1;0;0;0; ;16;24;2;1;2;6;3;1;1;1;1;1;1;1;1;2;2;1;1;1;0;0;1;0;0;0;OPM; ;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1; ;1;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0; ;1;0;0;0;0;1;0; ;50;5;4;52;72;19;207;130;220;700; ;286; ;0; ;0; ;0; ;205; ;0; ;0; ; ;1; ;1; ;1; ; ; ; ; ; ; ; ;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;1;1; ;2;43;5;45;5;9;5;4;2;1;1;5;3;4;1;5;5;5;5;5;0;0;0;5;0;0; ; ; ; ;1;3;7; ; ; ; ;1; ;10; ;1;11
310400;3104007;31;3;Araxá;93672;92284;1388;3;1164,062;3104003501711;Centro-Dia e Similares / FADA - Associação de Assistência a Pessoa com deficiência de Araxá;32;Jaime Jacob de Ávila;645; ;Vila Silvéria;38183-374;ARAXA;MG;fadadefaraxa@hotmail.com;(34) 36622634; ; ;06/11/1996;-1.961.780.938.361.210;-4.693.646.907.806.390;2;1;1;1;1;5;10;2;20.056.073/0001-02;0; ; ; ; ; ;1; ; ; ;1; ;0;1;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0; ;1;13104002830;1;0;0;0;0;1;0;0;0;1;0;1;0;4;1;1;1;0;0;0;2;1;0;0;0;0;0; ;12;6;0;0;2;4;6;1;1;1;1;1;0;0;0;1;1;1;2;1;1;1;0;1;0;0; ;Materiais pedagógicos, tablet;1;0;1;1;1;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;Psicopedagogia/Informática;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0; ;1;1;0;0;0;1;0; ;160;4;2;42;173;38;159;209;26;647; ; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ;1; ; ; ; ; ; ; ; ;1;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0; ;0; ;2;1; ;3;18;5;20;5;10;5;3;4;1;1;12;3;5;2;5;5;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;11;2;2; ; ;1; ; ; ;11;11
310420;3104205;31;3;Arcos;36597;33961;2636;2;509,873;3104203500510;CENTRO-DIA E SIMILARES;32;Major Valeriano Macedo;1060; ;São Vicente;35588-000;ARCOS;MG;apaearcos@twister.com.br;(37) 33521098; ;33511886;26/11/1980;-2.029.325.432.813.510;-4.553.865.194.320.670;2;1;1;1;0;5;8;2;20.876.579/0001-68;1;1; ;1;0;0;0; ; ; ;1; ;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;1;0;0;1;0;0;0; ;0;4;1;0;4;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;0;0;1;1;0;0;ponteria de cabeça e mouse adaptado;mouse adaptado, cd room com jogos adptado e colmeia para teclados;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0; ;1;1;0;0;1;0;0; ;15;5;4;0;0;0;23;1;0;24; ;8; ;1; ;0; ;21; ;0; ;2; ;0; ;1; ;13; ; ;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0; ;1;1;2;1; ;2;5;3;9;5;3;2;1;2;1;1;2;0;0;0;2;1;0;2;1;1;0;2;0;1;0;1;1; ;1;5;13;18;1;1; ; ;2;16; ; ;20;36
310420;3104205;31;3;Arcos;36597;33961;2636;2;509,873;3104203500780;CENTRO-DIA E SIMILARES;32;Salomão Assad;633; ;São Vicente;35588-000;ARCOS;MG;asilo.arcos@yahoo.com.br;(37) 33511838; ; ;04/09/1980;-20.291.805.264.510.600;-45.537.621.974.945.000;2;0;0;0;1;7;24;2;03.836.761/0001-76;1;8; ;1;0;0;0; ; ; ;1; ;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0; ;1;31042093602;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;1;1;0;0; ; ; ; ; ; ; ;0;0;3;1;1;1;26;1;1;1;1;0;0;1;1;1;1;1;1; ; ; ; ; ;0;1; ; ;1;1;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;50;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;1;0;1;1;0;1;0;0; ;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0; ;3;1;0;1;0;0;0; ;50;6;7;0;0;0;2;25;21;48; ;10; ;0; ;0; ;1; ;15; ;0; ;0; ;4; ;1; ;0; ;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0; ;0; ;0;1; ;3;4;3;5;3;27;5;1;5;1;1;5;0;0;0;1;2;2;3;1;0;0;1;1;0;0;1;1;0; ;8;6;4; ; ; ; ; ; ; ; ;18;18
310430;3104304;31;3;Areado;13731;11525;2206;1;283,124;3104303502015;CENTRO-DIA E SIMILARES;27; PRAÇA JOSÉ JULIO DA ROCHA;145; ;SÃO VICENTE;37140-000;AREADO;MG;apae-areado@ip3.com.br;(35) 32931510; ; ;20/12/2016;-21.351.140.880.395.800;-46.141.676.902.770.900;2;0;1;0;0;5;8;2;01.402.703/0001-09;1;1; ;0;0;1;0; ; ; ;1; ;0;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;1;1;0;0;0;0;0; ;2;10;2;0;2;1;2;0;1;1;1;0;1;1;1;1;2;1;1;1;1;1;1;1;0;0;teclado Adnério;mesa pedagógica;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0; ;0; ; ; ; ; ; ; ;60;5;4;0;0;0;39;0;0;39; ;5; ;0; ;2; ;31; ;0; ;1; ;0; ;0; ;25; ;0; ;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0; ; ; ; ; ; ; ; ;0;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;1;3;1; ;2;14;5;16;5;3;2;1;2;1;1;6;0;0;0;2;0;0;2;1;0;1;2;0;1;0;0;2;0;1; ; ;7;4;1; ; ;1;2; ; ;5;7
310450;3104502;31;3;Arinos;17674;10854;6820;1;5279,419;3104503501002;CENTRO-DIA E SIMILARES ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ARINOS - APAE;32;Major Sant Clair;696; ;Centro;38680-000;ARINOS;MG;apaearinos@gmail.com;(38) 36351563; ;36352053;30/07/1993;-15.917;-46.105.999.999.999.900;2;1;1;1;1;5;8;2;20.638.052/0001-03;1;1; ; ; ; ;1;0;0;1;0;PROPRIO;1; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0; ;1;13104500665; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;1;0;0;0;0;2;1;0;0;0;0;0; ;1;1;0;1;1;1;1;1;1;1;1;0;0;1;1;2;2;2;2;0;0;0;1;0;0;0;RAMPA, CADEIRA DE RODAS, ANDADORES, BENGALAS E MULETAS; ;1;1;0;1;1;1;1;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;1;10;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;1;1;0;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0; ;0; ; ; ; ; ; ; ;20;5;4;0;0;0;18;0;0;18; ;0; ;1; ;0; ;17; ;0; ;0; ;0; ;0; ;17; ; ;1; ; ; ; ; ; ; ; ;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0; ;1;1;2;1; ;2;3;2;4;3;2;2;1;1;1;1;2;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1; ;1; ; ;3;1;1; ; ;1; ;1; ;2;3
310490;3104908;31;3;Baependi;18307;13247;5060;1;750,554;3104903500986;CENTRO-DIA E SIMILARES;32;DA CONCEIÇÃO;231; ;CENTRO;37443-000;BAEPENDI;MG;baependi@apaemg.org.br;(35) 33431056; ; ;23/10/1973;-21.957.559.192.231.000;-4.488.672.494.888.300;2;1;1;1;0;5;10;2;17.895.640/0001-00;1;1; ;0;0;1;0;1;1;0;0; ;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;1;1;0;0;0;0;0; ;5;2;3;1;1;3;5;1;1;1;1;0;0;1;0;2;2;2;2; ; ; ; ; ;0;1; ; ;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0; ;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;1;0;1;1;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;0;1;4;21;41;3;28;1;0;94; ;24; ;0; ;1; ;53; ;0; ;16; ;0; ;0; ;57; ;8; ;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;0; ; ; ; ; ; ; ; ;0;1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;1;1; ;3;11;5;12;5;8;5;2;3;1;1;0;2;3;1;2;1;0;4;2;0;1;3;0;1;0;0;3;1; ;3;2;25;14;2; ; ;1; ;1; ;29;30
310510;3105103;31;3;Bambuí;22734;19325;3409;2;1455,819;3105103501020;CENTRO-DIA E SIMILARES APAE;32;Gil Tôrres;30; ;Centro;38900-000;BAMBUI;MG;apaebambui@yahoo.com.br;(37) 34311482; ; ;16/09/1974;-2.000.988.130.027.700;-4.598.459.601.593.010;2;0;1;0;0;5;4;2;18.357.384/0001-60;1;1; ;1;0;0;0; ; ; ;1; ;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0; ;1;31051094122;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;1;1;0;0;0;1;1;0;0;0;0;0; ;1;2;1;1;3;3;6;1;1;1;1;0;1;1;0;1;2;2;2; ; ; ; ; ;0;1; ; ;1;0;1;1;1;1;1;0;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0;1;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0; ;1;1;0;0;1;0;0; ;50;5;4;4;11;8;32;1;0;56; ;10; ;0; ;1; ;36; ;1; ;8; ;0; ; ;1; ;1; ;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0; ;0; ;3;1; ;0;5;3;8;5;9;5;2;4;1;1;5;1;1;1;2;1;0;3;1;0;1;2;1;1;0; ; ; ; ;3;1;4;1; ; ; ;1; ; ; ;8;8
310560;3105608;31;3;Barbacena;126284;115568;10716;4;759,186;3105603500311;CENTRO-DIA E SIMILARES APAE DE BARBACENA;32;Treze de Maio;320; ;Centro;36200-015;BARBACENA;MG;apae@barbacena.com.br;(32) 33315522; ; ;31/05/1962;-2.122.405.152.080.160;-4.377.627.968.788.140;2;1;1;1;0;5;10;2;17.084.062/0001-21;1;1; ; ; ; ;1; ; ; ;1; ;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0; ;1;13105602348; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;0;1;0;0;0;2;0;0;1;0;0;0; ;0;5;2;1;4;4;9;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;cadeira de rodas, parapodium, adaptação para putador AUD e escrita;material estruturado, aplicativos para comunicação alternativa e outros;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;d. Infantil, Atendimento à pessoa c/ def. intelect;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0; ;1;1;0;1;0;1;0; ;30;4;4;0;0;0;97;0;0;97; ;0; ;0; ;0; ;97; ;0; ;0; ;0; ;0; ; ;1; ;1; ; ; ; ; ; ; ; ;1;0;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;úde, família;0; ;3;1; ;3;8;5;12;5;13;5;3;5;1;1;3;0;0;0;4;0;0;4;0;0;0;4;0;0;0;0; ; ; ; ;7;7; ;3; ;1;1; ; ; ;14;14
