N_Identificador;IBGE;q55_3;q55_9;q55_10;q55_11;q55_12;q55_13;qIBGE7;codigo_UF;Região;Município;areaKm2;UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2024;d55_2_Faixas_etarias;d55_9;d55_11;d55_9bin1;d55_9bin2;d55_9bin3;d55_10bin1;d55_10bin2;d55_10bin3;d55_10bin4;d55_10bin5;d55_11bin1;d55_11bin2;d55_11bin3;d55_11bin4;d55_9bin1_sum;d55_9bin2_sum;d55_9bin3_sum;d55_10bin1_sum;d55_10bin2_sum;d55_10bin3_sum;d55_10bin4_sum;d55_10bin5_sum;d55_11bin1_sum;d55_11bin2_sum;d55_11bin3_sum;d55_11bin4_sum;nu_trabalhadores
5208703314413;52; Masculino; Superior Completo; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior;01.10.2024;52;Goiás;Região Centro Oeste;Goiânia;-;GO;-;-;completo;Estadual;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;3; ;1; ; ;2; ; ;3; ;3
5208703314413;52; Feminino; Especialização; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior;04.07.2023;52;Goiás;Região Centro Oeste;Goiânia;-;GO;-;-;completo;Estadual;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;3; ;1; ; ;2; ; ;3; ;3
1100113314829;110011; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;06.05.2024;1100114;Rondonia;Região Norte;Jaru;2944.1280000000002;RO;50591;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;6;1;2; ; ;2;1; ;1;4;6
1100113314829;110011; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a);29.03.2023;1100114;Rondonia;Região Norte;Jaru;2944.1280000000002;RO;50591;Médio;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;6;1;2; ; ;2;1; ;1;4;6
1100113314829;110011; Feminino; Superior Completo; Contador; Comissionada(o); Outros;29.03.2023;1100114;Rondonia;Região Norte;Jaru;2944.1280000000002;RO;50591;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ; ; ;6;1;2; ; ;2;1; ;1;4;6
1100113314829;110011; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;04.06.2024;1100114;Rondonia;Região Norte;Jaru;2944.1280000000002;RO;50591;Médio;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;6;1;2; ; ;2;1; ;1;4;6
1100113314829;110011; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;29.03.2023;1100114;Rondonia;Região Norte;Jaru;2944.1280000000002;RO;50591;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;6;1;2; ; ;2;1; ;1;4;6
1100113314829;110011; Feminino; Superior Completo; Pedagoga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;29.04.2024;1100114;Rondonia;Região Norte;Jaru;2944.1280000000002;RO;50591;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;6;1;2; ; ;2;1; ;1;4;6
1100123310202;110012; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a);03.01.2024;1100122;Rondonia;Região Norte;Ji-paraná;6896.6490000000003;RO;124333;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;2; ;1; ;3
1100123310202;110012; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;31.05.2022;1100122;Rondonia;Região Norte;Ji-paraná;6896.6490000000003;RO;124333;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;2; ;1; ;3
1100123310202;110012; Masculino; Superior Completo; Psicóloga(o); Comissionada(o); Técnico(a) de nível superior;01.07.2021;1100122;Rondonia;Região Norte;Ji-paraná;6896.6490000000003;RO;124333;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;3; ;1; ; ;2;2; ;1; ;3
1100203309440;110020; Feminino; Superior Completo; Sem formação profissional; Comissionada(o); Coordenador(a);16.09.2019;1100205;Rondonia;Região Norte;Porto Velho;34090.953000000001;RO;460434;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ; ; ;4; ;1; ; ; ;3; ;1; ;4
1100203309440;110020; Feminino; Superior Completo; Outra formação de nível superior; Servidor(a) Estatutária(o); Apoio Administrativo;31.01.2012;1100205;Rondonia;Região Norte;Porto Velho;34090.953000000001;RO;460434;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;4; ;1; ; ; ;3; ;1; ;4
1100203309440;110020; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;12.07.2012;1100205;Rondonia;Região Norte;Porto Velho;34090.953000000001;RO;460434;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;4; ;1; ; ; ;3; ;1; ;4
1100203309440;110020; Feminino; Superior Completo; Outra formação de nível superior; Servidor(a) Estatutária(o); Cuidador(a);09.07.2012;1100205;Rondonia;Região Norte;Porto Velho;34090.953000000001;RO;460434;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;4; ;1; ; ; ;3; ;1; ;4
1200403306082;120040; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;02.07.2024;1200401;Acre;Região Norte;Rio Branco;8835.1540000000005;AC;364756;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;3;7;1;2; ; ;1;7; ; ;3;10
1200403306082;120040; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;02.07.2024;1200401;Acre;Região Norte;Rio Branco;8835.1540000000005;AC;364756;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;3;7;1;2; ; ;1;7; ; ;3;10
1200403306082;120040; Masculino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Motorista;01.12.2020;1200401;Acre;Região Norte;Rio Branco;8835.1540000000005;AC;364756;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;7;1;2; ; ;1;7; ; ;3;10
1200403306082;120040; Masculino; Especialização; Pedagoga(o); Servidor(a) Estatutária(o); Coordenador(a);01.01.2018;1200401;Acre;Região Norte;Rio Branco;8835.1540000000005;AC;364756;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ; ;3;7;1;2; ; ;1;7; ; ;3;10
1200403306082;120040; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;10.03.2008;1200401;Acre;Região Norte;Rio Branco;8835.1540000000005;AC;364756;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;3;7;1;2; ; ;1;7; ; ;3;10
1200403306082;120040; Feminino; Superior Completo; Outra formação de nível superior; Servidor(a) Estatutária(o); Educador(a) Social;03.11.2016;1200401;Acre;Região Norte;Rio Branco;8835.1540000000005;AC;364756;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ;3;7;1;2; ; ;1;7; ; ;3;10
1200403306082;120040; Feminino; Especialização; Outra formação de nível superior; Servidor(a) Estatutária(o); Apoio Administrativo;15.02.2008;1200401;Acre;Região Norte;Rio Branco;8835.1540000000005;AC;364756;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ;3;7;1;2; ; ;1;7; ; ;3;10
1200403306082;120040; Masculino; Especialização; Outra formação de nível superior; Servidor(a) Estatutária(o); Motorista;15.02.2008;1200401;Acre;Região Norte;Rio Branco;8835.1540000000005;AC;364756;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ;3;7;1;2; ; ;1;7; ; ;3;10
1200403306082;120040; Masculino; Médio Completo; Profissional de nível médio; Terceirizada(o); Outros;03.10.2022;1200401;Acre;Região Norte;Rio Branco;8835.1540000000005;AC;364756;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;7;1;2; ; ;1;7; ; ;3;10
1200403306082;120040; Feminino; Médio Completo; Sem formação profissional; Terceirizada(o); Serviços Gerais;15.01.2024;1200401;Acre;Região Norte;Rio Branco;8835.1540000000005;AC;364756;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;3;7;1;2; ; ;1;7; ; ;3;10
1301703314123;130170; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;15.02.2024;1301704;Amazonas;Região Norte;Humaitá;33111.129999999997;AM;57473;Médio;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;1;2; ;1; ; ;1; ; ; ;3;3
1301703314123;130170; Masculino; Superior Incompleto; Profissional de nível médio; Servidor(a) Temporária(o); Coordenador(a);01.05.2024;1301704;Amazonas;Região Norte;Humaitá;33111.129999999997;AM;57473;Médio;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;2; ;1; ; ;1; ; ; ;3;3
1301703314123;130170; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;01.04.2024;1301704;Amazonas;Região Norte;Humaitá;33111.129999999997;AM;57473;Médio;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;2; ;1; ; ;1; ; ; ;3;3
1301953315473;130195; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.09.2023;1301951;Amazonas;Região Norte;Itamarati;25260.43;AM;10937;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;2; ; ;1;3
1301953315473;130195; Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Coordenador(a);01.05.2020;1301951;Amazonas;Região Norte;Itamarati;25260.43;AM;10937;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;2; ; ;1;2; ; ;1;3
1301953315473;130195; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.09.2023;1301951;Amazonas;Região Norte;Itamarati;25260.43;AM;10937;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;2; ; ;1;3
1302603310450;130260; Feminino; Mestrado; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;14.04.2023;1302603;Amazonas;Região Norte;Manaus;11401.092000000001;AM;2063689;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;4; ;1; ; ;2; ; ; ;5;5
1302603310450;130260; Feminino; Especialização; Psicóloga(o); Empregada(o) Privada(o) (CLT); Coordenador(a);01.07.2022;1302603;Amazonas;Região Norte;Manaus;11401.092000000001;AM;2063689;Metrópole;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;1;4; ;1; ; ;2; ; ; ;5;5
1302603310450;130260; Feminino; Superior Completo; Outra formação de nível superior; Empregada(o) Privada(o) (CLT); Outros;14.04.2023;1302603;Amazonas;Região Norte;Manaus;11401.092000000001;AM;2063689;Metrópole;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;4; ;1; ; ;2; ; ; ;5;5
1302603310450;130260; Feminino; Superior Incompleto; Profissional de nível médio; Empregada(o) Privada(o) (CLT); Outros;01.07.2022;1302603;Amazonas;Região Norte;Manaus;11401.092000000001;AM;2063689;Metrópole;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;4; ;1; ; ;2; ; ; ;5;5
1302603310450;130260; Feminino; Especialização; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;14.04.2023;1302603;Amazonas;Região Norte;Manaus;11401.092000000001;AM;2063689;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;1;4; ;1; ; ;2; ; ; ;5;5
1302603314851;130260; Feminino; Especialização; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;01.08.2021;1302603;Amazonas;Região Norte;Manaus;11401.092000000001;AM;2063689;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;1; ; ; ;3;3
1302603314851;130260; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;01.06.2022;1302603;Amazonas;Região Norte;Manaus;11401.092000000001;AM;2063689;Metrópole;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;1; ; ; ;3;3
1302603314851;130260; Feminino; Superior Completo; Enfermeiro; Voluntária(o); Coordenador(a);20.10.2023;1302603;Amazonas;Região Norte;Manaus;11401.092000000001;AM;2063689;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;1; ; ; ;3;3
1303303315013;130330; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a);02.01.2024;1303304;Amazonas;Região Norte;Novo Aripuanã;41179.656000000003;AM;23818;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1;2
1303303315013;130330; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;02.04.2024;1303304;Amazonas;Região Norte;Novo Aripuanã;41179.656000000003;AM;23818;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1;1; ; ;1;2
1303403309096;130340; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Coordenador(a);02.01.2024;1303403;Amazonas;Região Norte;Parintins;5956.0469999999996;AM;96372;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;1; ;1; ; ; ; ; ; ;1;1
1303563314873;130356; Feminino; Sem Escolaridade; Sem formação profissional; Outro vínculo não permanente; Cuidador(a);01.10.2023;1303569;Amazonas;Região Norte;Rio Preto da Eva;5815.6220000000003;AM;24936;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2; ; ; ; ; ; ; ; ; ; ;2;2
1303563314873;130356; Feminino; Sem Escolaridade; Sem formação profissional; Outro vínculo não permanente; Cuidador(a);01.10.2023;1303569;Amazonas;Região Norte;Rio Preto da Eva;5815.6220000000003;AM;24936;Pequeno II;completo;Municipal;31.08.2024;8/31/2024; ;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2; ; ; ; ; ; ; ; ; ; ;2;2
1500703315041;150070; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior;06.07.2022;1500701;Pará;Região Norte;Anajás;6913.64;PA;28011;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;3; ;2; ; ;1; ; ; ;4;4
1500703315041;150070; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnico(a) de nível superior;06.07.2022;1500701;Pará;Região Norte;Anajás;6913.64;PA;28011;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;1;3; ;2; ; ;1; ; ; ;4;4
1500703315041;150070; Feminino; Médio Completo; Profissional de nível médio; Servidor(a) Temporária(o); Apoio Administrativo;06.07.2022;1500701;Pará;Região Norte;Anajás;6913.64;PA;28011;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;3; ;2; ; ;1; ; ; ;4;4
1500703315041;150070; Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Coordenador(a);06.07.2022;1500701;Pará;Região Norte;Anajás;6913.64;PA;28011;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;3; ;2; ; ;1; ; ; ;4;4
1501403314305;150140; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a);10.07.2023;1501402;Pará;Região Norte;Belém;1059.4659999999999;PA;1303403;Metrópole;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;6; ;2; ; ;1;5; ; ;2;7
1501403314305;150140; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;10.07.2023;1501402;Pará;Região Norte;Belém;1059.4659999999999;PA;1303403;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;1;6; ;2; ; ;1;5; ; ;2;7
