IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_Municipal;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;ident_0_15;Latitude;Longitude;q_1;q_2;q_3;q_4_1;q_4_2;q_4_3;q_4_0;q_4_99;q_5_1;q_5_2;q_5_99;q_5_0;q_5_99_1;q_6;q_7;q_9_1;q_9_2;q_9_3;q_9_4;q_10;q_11;q_12;q_13;q_13_99;q_14;q_14_99;q_15;q_16_1_1;q_16_1_2;q_16_1_3;q_16_1_4;q_16_1_5;q_16_1_6;q_16_1_7;q_16_2_1;q_16_2_2;q_16_2_3;q_16_2_4;q_16_2_5;q_16_2_6;q_16_2_7;q_17_1;q_17_2;q_17_3;q_17_4;q_17_5;q_17_6;q_17_7;q_17_8;q_17_9;q_18_1;q_18_1_99;q_18_2;q_18_2_99;q_19_1;q_19_1_99;q_19_2;q_19_2_99;q_19_3;q_19_3_99;q_19_4;q_19_4_99;q_20;q_21_1;q_21_1_0;q_21_2;q_21_2_0;q_22;q_23;q_24;q_25;q_26_1;q_26_2;q_26_3;q_26_4;q_26_5;q_26_6;q_26_7;q_26_8;q_26_9;q_26_10;q_26_11;q_26_12;q_26_13;q_26_14;q_26_15;q_26_16;q_26_17;q_26_18;q_26_19;q_26_20;q_26_21;q_26_22;q_26_23;q_26_24;q_26_25;q_26_0;q_27;q_28_1;q_28_2;q_28_3;q_28_98;q_28_99;q_28_0;q_28_98_1;q_29;q_30_99;q_31;q_32;d_13_faixa;d_14_faixa;d_15_faixa;q_16_1_7_recod;q_16_2_7_recod;q_17_9_recod;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum;nu_trabalhadores
221100;2211001;22;2;Teresina;814230;767557;46673;4;1391,981;1;2211003307103;UNIDADE DE ACOLHIMENTO  SERVIÇO DE FAMÍLIA  ACOLHEDORA;32;PEREIRA DA COSTA;336; ;DOS NOIVOS; ;64046-080;2211001;PI; ;(86) 3234-1652; ; ;19/04/2016;-5.089;-42.802;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;2;2016;1;500; ;6; ;3;0;0;1;0;0;0;1;0;0;1;1;0;0;2;0;1;2;0;0;0;0;0;3;2; ;0; ;0; ;0; ;0; ;3; ;0;3; ;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;1;1; ;1;1;1;2;3;0;2;3;0;2;0;0;1;2;0;0;3;5
230080;2300804;23;2;Antonina do Norte;6984;4999;1985;1;260,104;1;2300803308550;UNIDADE DE ACOLHIMENTO PROGRAMA FAMÍLIA ACOLHEDORA;32;ANANIAS DE MATOS ARRAIS;250;PRÉDIO PÚBLICO;SERRARIA I;NA SAÍDA PARA ASSARÉ.;63570-000;2300804;CE; ;(88) 3525-1552; ; ;18/07/2017;-67.744.300.525.926.000;-39.980.889.558.792.100;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;669,9; ;3; ;3;1;1;0;0;0;0;2;0;0;1;0;0;0;1;0;0;3;0;0;0;0;0;3;0; ;3; ;0; ;0; ;3; ;0; ;0; ;1; ;1;2;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;1;0;0;0;0; ;5; ;0;3; ;1;1;2;1;3;0;0;3;1;1;0;0;1;3;0;0;0;3
230428;2304285;23;2;Eusébio;46033;46033;0;2;79,005;1;2304283308390;Unidade de Acolhimento;32;Irmã Ambrosina;0; ;Centro; ;61760-000;2304285;CE; ;(85) 3260-4945; ; ;01/02/2017;-389.439.779.371.543;-3.845.292.091.369.620;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2017;1;954; ;10; ;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0; ;0; ;0; ;0; ;0; ;1; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;0;0; ;1;1;1;0;1;0;0;2;0;1;0;0;1;1;0;0;1;2
240310;2403103;24;2;Currais Novos;42652;37777;4875;2;864,349;1;2403103307137;Unidade de Acolhimento Serviço de Família Acolhedora;32;DO PLUTÔNIO;95; ;JK; ;59380-000;2403103;RN; ;(84) 3405-2724; ; ;01/02/2015;-62.533.182;-365.230.574;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;954; ;6; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5; ;1; ;0; ; ; ; ; ;0; ;0;2; ;17; ;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;5;1;0;0;0;0;0; ;3; ;1;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;0;0;0;2;2
240450;2404507;24;2;Guamaré;12404;4407;7997;1;258,958;1;2404503308271;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;MONSENHOR JOSÉ TIBURCIO;1; ;CENTRO; ;59598-000;2404507;RN; ;(84) 3525-2965; ; ;01/07/2015;-5.108;-36.32;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2015;1;350; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;1;1;0;0;0; ;3; ;1;3; ;1;1;0;0;0;2;0;3;0;2;0;0;1;0;0;0;5;5
241105;2411056;24;2;Tibau;3687;2835;852;1;169,237;1;2411053306951;Unidade de Acolhimento em Família Acolhedora;3;Padre João Venturelli;108; ;Centro; ;59678-000;2411056;RN; ;(84) 3326-2228; ; ;01/06/2015;-4.842.157.598.097.380;-3.726.953.029.632.560;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2015;1;468,5; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;3; ;1;1; ;1;1;0;0;0;0;1;2;0;1;0;0;1;1;0;0;2;3
241120;2411205;24;2;Santa Cruz;35797;30499;5298;2;624,356;1;2411203308342;Unidade de Acolhimento;32;Antônio Henrique de Medeiros;219; ;Centro; ;59200-000;2411205;RN; ;(84) 3291-3121; ; ;25/09/2015;-6.229;-36.023;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2015;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;6;1;0;0;0;0;0; ;2;1;1;1; ;1;1;0;0;0;0;0;3;0;2;0;0;1;1;0;0;2;3
250750;2507507;25;2;João Pessoa;723515;720785;2730;4;211,475;1;2507503306186;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;JOÃO DE BRITO LIMA MOURA;0; ;MANDACARU;PRAÇA DA CULTURA;58027-070;2507507;PB; ;(83) 3214-7004; ; ;11/10/2011;-7.115;-34.863;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2011;1;954; ;4; ;3;0;0;1;0;0;0;1;2;0;0;0;0;0;2;1;0;0;1;1;0;0;0;3;1; ;0; ;0; ;0; ;0; ;3; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;1;0;0;0;0;0; ;3; ;1;1; ;1;1;1;2;3;2;0;3;0;1;1;0;1;0;0;0;5;5
290460;2904605;29;2;Brumado;64602;45131;19471;3;2207,612;1;2904603306525;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA- SERAFA;32;Gutemberg Leal;44;A;FLORES; ;46100-000;2904605;BA; ;(77) 3441-1674; ; ;30/12/2014;-14.209.235.457.507.500;-41.672.676.801.681.500;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;1;1;0;0;0; ;3; ;2;1; ;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;2;2
290500;2905008;29;2;Caculé;22236;13309;8927;2;610,983;1;2905003304168;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;TENENTE JOSÉ RAIMUNDO DE CASTRO;355; ;CENTRO; ;46300-000;2905008;BA; ;(77) 3455-1946; ; ;16/06/2009;-14.505.072.741.889.300;-4.221.962.213.516.230;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2009;1;954; ;6; ;5;1;0;3;0;0;1;5;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;5;0; ;1; ;0; ;1; ;5; ;0; ;0; ;1;18; ;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;4; ;1;1; ;1;1;5;0;5;1;0;3;0;1;0;0;2;2;0;0;2;4
291075;2910750;29;2;Fátima;17652;6916;10736;1;359,394;1;2910753308570;Unidade de Acolhimento Família Acolhedora;3;JOSÉ SARNEY;0; ;CENTRO;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL;48415-000;2910750;BA; ;(75) 53658-2352; ; ;07/04/2016;-10.596.158.303.144.700;-3.821.843.147.277.830;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;468,5; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;1;1;0;0;1;1;1;0;1;0;1;1;0;0;1;1;1;0;1;1;0;1;0;1;0;1;1;0;5;0;0;1;0;0;0; ;3; ;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;0;0;0;2;2
291100;2911006;29;2;Floresta Azul;10660;7343;3317;1;321,013;1;2911003306166;UNIDADE DE ACOLHIMENTO SERVIÇO FAMILIA ACOLHEDORA;32;PROFESSOR OTAVIO MANGABEIRA;29;CASA;CENTRO;PROXIMO A PREFEITURA;45740-000;2911006;BA; ;(73) 98151-0014; ; ;01/01/2014;-14.86;-39.66;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;3;2014;0;0; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;0;1;0;0;0; ;3; ;3;3; ;1;1;0;0;0;0;0;3;0;1;0;0;2;0;0;0;3;3
291270;2912707;29;2;Ibirapitanga;22598;6163;16435;2;472,694;1;2912703306481;UNIDADE DE ACOLHIMENTO;27;Praça Grande Loja da Bahia;0; ;Centro;Secretaria Municipal de Desenvolvimento Social - SEDES;45500-000;2912707;BA; ;(73) 3259-2067; ;(73) 3259-2067;02/12/2013;-14.164;-39.374;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2013;1;318; ;1; ;7;1;1;2;0;0;0;4;1;0;2;0;0;0;3;1;1;0;0;2;0;3;0;7;0; ;0; ;0; ;0; ;3; ;0; ;0; ;1; ;1;2;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;1;1;0;5;1;1;1;0;0;0; ;5; ;0;2; ;1;1;4;3;7;0;0;3;0;1;0;1;1;0;0;0;3;3
292150;2921500;29;2;Monte Santo;52338;8845;43493;3;3034,198;1;2921503306189;UNIDADE DE ACOLHIMENTO;32;FREI APOLONIO DE TODY;27;Casa;Centro;Rua lateral da Secretaria Municipal de Assistência Social;48800-000;2921500;BA; ;(75) 3275-1374; ; ;20/03/2014;-10.438;-39.333;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;318; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;1;1;0;0;0; ;4; ;2;2; ;1;1;0;0;0;1;2;2;0;1;0;0;1;0;0;0;5;5
292520;2925204;29;2;Pojuca;33066;28378;4688;2;308,702;1;2925203308828;Unidade de Acolhimento;32;J J SEABRA;244; ;CENTRO;EM FRENTE AO INSS;48120-000;2925204;BA; ;(71) 3645-2390; ; ;12/07/2018;-12.431;-38.328;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2018;1;477; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;0;1;0;0;0; ;2;1;0;3; ;1;1;0;0;0;0;1;2;0;1;0;0;1;0;0;0;3;3
293330;2933307;29;2;Vitória da Conquista;306866;274739;32127;4;3705,838;1;2933303306323;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;3;10 de Novembro;790; ;Recreio;Centro Integrado dos Direitos da Criança e Adolescente - CIDCA;45005-362;2933307;BA; ;(77) 3420-8953; ; ;22/11/2011;-14.857.320.100.618.200;-408.297.872.543.335;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;3;2011;0;0; ;0; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;2; ;3; ;0; ;0; ;0; ;1; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;6;1;1;1;0;0;0; ;3; ;1;1; ;1;1;0;1;1;0;1;3;0;2;0;0;1;3;0;0;1;4
310600;3106002;31;3;Bela Vista de Minas;10004;9378;626;1;109,143;1;3106003307929;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;32;Modesto Ávila;67;casa;Maria Marcelina de Jesus;Próximo a prefeitura;35938-000;3106002;MG; ;(31) 3853-2371; ; ;24/02/2017;-19.83;-43.091;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2016;1;500; ;5; ;2;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;2;1; ;3; ;0; ;0; ;0; ;0; ;0;18; ;18; ;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;5;0;1;0;0;0;0; ;5; ;2;0; ;1;1;1;1;2;0;0;3;0;2;0;0;1;1;0;0;2;3
310620;3106200;31;3;Belo Horizonte;2375151;2375151;0;5;331,401;1;3106203306003;UNIDADE DE ACOLHIMENTO PROVIDÊNCIA NOSSA SENHORA DA CONCEIÇÃO - FAMÍLIA ACOLHEDORA;32;ALÉM PARAÍBA;208;sala 201;LAGOINHA; ;31210-120;3106200;MG; ;(31) 3422-4736; ;(31) 3422-4736;01/06/2011;-19.910.505.901.708.300;-4.394.397.139.549.250;315;2;17.272.998/0001-86;0;1;0;0;0;1;1;0;0; ;2; ; ; ; ; ;1;2009;1;954; ;25; ;25;2;3;5;1;0;1;12;3;7;3;0;0;0;13;0;6;15;2;1;1;0;0;25;4; ;11; ;0; ;1; ;16; ;5; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;1;1; ;2;2;12;13;25;1;1;7;0;5;0;1;1;0;0;0;9;9
310660;3106606;31;3;Bertópolis;4498;2731;1767;1;427,803;1;3106603308059;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Rua Fabrício Mendes;0; ;Centro; ;39875-000;3106606;MG; ;(33) 3626-1361; ; ;25/10/2017;-17.063;-40.574;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;954; ;8; ;8;0;1;2;1;0;0;4;2;0;1;0;1;0;4;0;0;4;4;0;0;0;0;8;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;5;1;0;0;0;0;0; ;3; ;1;1; ;1;1;4;4;8;0;1;2;0;0;0;1;1;0;0;0;3;3
310670;3106705;31;3;Betim;378089;375331;2758;4;343,856;1;3106703305224;UNIDADE DE ACOLHIMENTO SERVICO DE ACOLHIMENTO FAMILIAR;32;Mato Grosso;98; ;Espirito Santo; ;32671-654;3106705;MG; ;(31) 3532-7877; ; ;01/04/2013;-19.968;-44.198;315;2;22.737.746/0001-15;0;1;0;0;0;1;1;0;0; ;2; ; ; ; ; ;1;2013;1;540; ;18; ;9;2;1;0;1;0;0;4;1;0;4;0;0;0;5;3;1;2;0;3;0;0;0;9;1; ;1; ;0; ;0; ;0; ;9; ;0;0; ;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;0;0;1;0;0;Forum;3; ;1;3; ;2;1;4;5;9;0;1;2;0;1;0;0;1;0;0;0;3;3
310970;3109709;31;3;Cachoeira de Minas;11034;7064;3970;1;304,243;1;3109703308754;Unidade de Acolhimento;32;Guadalajara;45; ;Centro;Mercado da Arte;37545-000;3109709;MG; ;(35) 53472-1561; ; ;08/10/2013;-2.235.575.156.729.920;-45.782.926.082.611.000;315;1; ; ; ; ; ; ; ;0;0;0; ;2; ; ; ; ; ;1;2013;1;954; ;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;5; ;0;0; ;1;1;0;0;0;1;0;3;1;1;0;1;1;1;0;0;3;4
311000;3110004;31;3;Caeté;40750;35436;5314;2;542,531;1;3110003307809;UNIDADE DE ACOLHIMENTO  FAMÍLIA ACOLHEDORA;3;CARLOS CRUZ;555; ;JOSE BRANDÃO; ;34800-000;3110004;MG; ;(31) 3651-3267; ; ;01/08/2015;-19.88;-43.67;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2016;1;350; ;8; ;4;0;2;1;0;0;0;3;0;0;1;0;0;0;1;0;0;0;3;1;0;0;0;4;4; ;0; ;0; ;0; ; ; ;1; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4;0;1;0;1;0;0;Serviço de Proteção Básica;3; ;0;3; ;1;1;3;1;4;0;0;2;0;1;0;0;1;0;0;0;2;2
311300;3113008;31;3;Caraí;22343;7191;15152;2;1242,345;1;3113003306881;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Guilherme Ribeiro;101; ;Centro; ;39810-000;3113008;MG; ;(33) 3531-1760; ; ;23/06/2015;-1.718.919.543.157.300;-4.169.678.449.630.730;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2015;1;477; ;15; ;11;1;0;3;0;0;0;4;0;1;3;2;1;0;7;0;1;0;0;4;6;0;0;11;4; ;0; ;0; ;1; ;0; ;0; ;0;0; ;17; ;1;1;1;1;0;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;1;1;1;0;0;Conselho Tutelar;3; ;1;1; ;2;2;4;7;11;0;0;3;0;2;0;0;1;0;0;0;3;3
311420;3114204;31;3;Carmo do Cajuru;20012;17340;2672;2;455,808;1;3114203306109;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Presidente Vargas;0; ;Centro;Ao lado do CREAS, fica nos fundos.;35557-000;3114204;MG; ;(37) 3244-1720; ; ;06/05/2013;-2.018.432.553.825.910;-4.477.340.698.242.180;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2013;1;477; ;5; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; ;3; ;0; ;0; ; ; ;0; ;0;0; ;0; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;5;1;0;1;0;0;0; ;2; ;1;3; ;1;1;0;0;0;0;0;3;0;1;0;0;1;2;0;0;1;3
311640;3116407;31;3;Claraval;4542;2530;2012;1;227,627;1;3116403309196;UNIDADE DE ACOLHIMENTO;32;Tanger Cunha Andrade;160; ;Padre Mario Butarazzi; ;37997-000;3116407;MG; ;(34) 99918-7270; ; ;19/07/2018;-20.400.935.087.991.400;-4.728.814.959.526.060;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2014;1;477; ;1; ;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0; ;1; ;0; ;0; ;1; ;0; ;0; ;1; ;1;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0; ;5; ;0;0; ;1;1;1;0;1;0;0;2;0;1;0;0;1;0;0;0;2;2
311780;3117801;31;3;Conceição dos Ouros;10388;8123;2265;1;180,236;1;3117803308608;Unidade de Acolhimento Familia Acolhedora;32;Duque de Caxias;295; ;Centro;ao lado da Policia Militar;37548-000;3117801;MG; ;(35) 3653-1455; ; ;02/12/2013;-22.413.865.188.083.200;-4.579.601.526.260.370;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2013;1;477; ;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;3;0;1;0;0;0;0; ;3; ;0;2; ;1;1;0;0;0;0;0;4;2;1;0;0;1;2;0;0;2;4
311830;3118304;31;3;Conselheiro Lafaiete;116512;111266;5246;4;370,246;1;3118303305997;UNIDADE DE ACOLHIMENTO PROGRAMA FAMÍLIA ACOLHEDORA;32;Rua Rodrigues Maia;490; ;Angélica;Ao lado da Delegacia de Polícia;36401-011;3118304;MG; ;(31) 3769-2575; ;(31) 3769-2631;10/02/2015;-20.667.219.841.611.400;-43.782.320.022.583.000;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2015;0;0; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;1;1;1;0;0;0; ;3; ;1;1; ;1;1;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;2
311890;3118908;31;3;Cordisburgo;8667;5961;2706;1;823,654;1;3118903309472;Unidade de Acolhimento;32;GOVERNADOR VALADARES;80;CASA;CENTRO;pRÓXIMO AOS CORREIOS;35780-000;3118908;MG; ;(31) 3715-1353; ;(31) 3715-1387;20/10/2017;-19.125;-44.321;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;1; ;17; ;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0;0;0; ;3; ;0;0; ;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
311910;3119104;31;3;Corinto;23914;21194;2720;2;2525,397;1;3119103308321;UNIDADE DE ACOLHIMENTO;3;Getúlio Vargas;268;casa;centro;Próximo a Prefeitura;39200-000;3119104;MG; ;(38) 3751-1329; ; ;13/11/2017;-18.363.099.418.918.400;-4.445.610.165.596.000;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;333,9; ;2; ;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;2;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;6;1;1;1;0;0;0; ;3; ;1;1; ;1;1;2;0;2;0;0;3;0;1;0;1;1;1;0;0;2;3
312140;3121407;31;3;Desterro de Entre Rios;7002;3596;3406;1;377,165;1;3121403308924;UNIDADE DE ACOLHIMENTO;27;AARÃO LIMA;40; ;CENTRO; ;35494-000;3121407;MG; ;(31) 3736-1540; ; ;24/05/2018;-2.066.049.396.893.480;-44.333.374.500.274.600;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2018;1;477; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0;0;1; ; ;1;0;3; ;1;1;0;0;0;0;0;3;0;2;0;0;1;2;0;0;1;3
